Lat,Long,Alt
44.4444,-92.2222,101302.988
44.4444,-92.2222,101316.488
44.4444,-92.2222,101329.988
44.4444,-92.2222,101343.488
44.4444,-92.2222,101356.288
44.4444,-92.2222,101369.088
44.4444,-92.2222,101381.888
44.4444,-92.2222,101394.688
44.4444,-92.2222,101407.488
44.4444,-92.2222,101420.288
44.4444,-92.2222,101433.088
44.4444,-92.2222,101445.888
44.4444,-92.2222,101458.688
44.4444,-92.2222,101471.488
44.4444,-92.2222,101484.288
44.4444,-92.2222,101497.088
44.4444,-92.2222,101509.888
44.4444,-92.2222,101522.688
44.4444,-92.2222,101535.488
44.4444,-92.2222,101548.288
44.4444,-92.2222,101561.088
44.4444,-92.2222,101573.888
44.4444,-92.2222,101586.688
44.4444,-92.2222,101599.488
44.4444,-92.2222,101612.288
44.4444,-92.2222,101625.088
44.4444,-92.2222,101637.888
44.4444,-92.2222,101650.688
44.4444,-92.2222,101663.488
44.4444,-92.2222,101676.288
44.4444,-92.2222,101689.088
44.4444,-92.2222,101701.888
44.4444,-92.2222,101714.688
44.4444,-92.2222,101727.488
44.4444,-92.2222,101740.288
44.4444,-92.2222,101753.088
44.4444,-92.2222,101765.888
44.4444,-92.2222,101778.688
44.4444,-92.2222,101791.488
44.4444,-92.2222,101804.288
44.4444,-92.2222,101817.088
44.4444,-92.2222,101829.888
44.4444,-92.2222,101842.688
44.4444,-92.2222,101855.488
44.4444,-92.2222,101868.288
44.4444,-92.2222,101881.088
44.4444,-92.2222,101893.888
44.4444,-92.2222,101906.688
44.4444,-92.2222,101919.488
44.4444,-92.2222,101932.288
44.4444,-92.2222,101945.088
44.4444,-92.2222,101957.888
44.4444,-92.2222,101970.688
44.4444,-92.2222,101983.488
44.4444,-92.2222,101996.288
44.4444,-92.2222,102009.088
44.4444,-92.2222,102021.888
44.4444,-92.2222,102034.688
44.4444,-92.2222,102047.488
44.4444,-92.2222,102060.288
44.4444,-92.2222,102073.088
44.4444,-92.2222,102085.888
44.4444,-92.2222,102098.688
44.4444,-92.2222,102111.488
44.4444,-92.2222,102124.288
44.4444,-92.2222,102137.088
44.4444,-92.2222,102149.888
44.4444,-92.2222,102162.688
44.4444,-92.2222,102175.488
44.4444,-92.2222,102188.288
44.4444,-92.2222,102201.088
44.4444,-92.2222,102213.888
44.4444,-92.2222,102226.688
44.4444,-92.2222,102239.488
44.4444,-92.2222,102252.288
44.4444,-92.2222,102265.088
44.4444,-92.2222,102277.888
44.4444,-92.2222,102290.688
44.4444,-92.2222,102303.488
44.4444,-92.2222,102316.288
44.4444,-92.2222,102329.088
44.4444,-92.2222,102341.888
44.4444,-92.2222,102354.688
44.4444,-92.2222,102367.488
44.4444,-92.2222,102380.288
44.4444,-92.2222,102393.088
44.4444,-92.2222,102405.888
44.4444,-92.2222,102418.688
44.4444,-92.2222,102431.488
44.4444,-92.2222,102444.288
44.4444,-92.2222,102457.088
44.4444,-92.2222,102469.888
44.4444,-92.2222,102482.688
44.4444,-92.2222,102495.488
44.4444,-92.2222,102508.288
44.4444,-92.2222,102521.088
44.4444,-92.2222,102533.888
44.4444,-92.2222,102546.688
44.4444,-92.2222,102559.488
44.4444,-92.2222,102572.288
44.4444,-92.2222,102585.088
44.4444,-92.2222,102597.888
44.4444,-92.2222,102610.688
44.4444,-92.2222,102623.488
44.4444,-92.2222,102636.288
44.4444,-92.2222,102649.088
44.4444,-92.2222,102661.888
44.4444,-92.2222,102674.688
44.4444,-92.2222,102687.488
44.4444,-92.2222,102700.288
44.4444,-92.2222,102713.088
44.4444,-92.2222,102725.888
44.4444,-92.2222,102738.688
44.4444,-92.2222,102751.488
44.4444,-92.2222,102764.288
44.4444,-92.2222,102777.088
44.4444,-92.2222,102789.888
44.4444,-92.2222,102802.688
44.4444,-92.2222,102815.488
44.4444,-92.2222,102828.288
44.4444,-92.2222,102841.088
44.4444,-92.2222,102853.888
44.4444,-92.2222,102866.688
44.4444,-92.2222,102879.488
44.4444,-92.2222,102892.288
44.4444,-92.2222,102905.088
44.4444,-92.2222,102917.888
44.4444,-92.2222,102930.688
44.4444,-92.2222,102943.488
44.4444,-92.2222,102956.288
44.4444,-92.2222,102969.088
44.4444,-92.2222,102981.888
44.4444,-92.2222,102994.688
44.4444,-92.2222,103007.488
44.4444,-92.2222,103020.288
44.4444,-92.2222,103033.088
44.4444,-92.2222,103045.888
44.4444,-92.2222,103058.688
44.4444,-92.2222,103071.488
44.4444,-92.2222,103084.288
44.4444,-92.2222,103097.088
44.4444,-92.2222,103109.888
44.4444,-92.2222,103122.688
44.4444,-92.2222,103135.488
44.4444,-92.2222,103148.288
44.4444,-92.2222,103161.088
44.4444,-92.2222,103173.888
44.4444,-92.2222,103186.688
44.4444,-92.2222,103199.488
44.4444,-92.2222,103212.288
44.4444,-92.2222,103225.088
44.4444,-92.2222,103237.888
44.4444,-92.2222,103250.688
44.4444,-92.2222,103263.488
44.4444,-92.2222,103276.288
44.4444,-92.2222,103289.088
44.4444,-92.2222,103301.888
44.4444,-92.2222,103314.688
44.4444,-92.2222,103327.488
44.4444,-92.2222,103340.288
44.4444,-92.2222,103353.088
44.4444,-92.2222,103365.888
44.4444,-92.2222,103378.688
44.4444,-92.2222,103391.488
44.4444,-92.2222,103404.288
44.4444,-92.2222,103417.088
44.4444,-92.2222,103429.888
44.4444,-92.2222,103442.688
44.4444,-92.2222,103455.488
44.4444,-92.2222,103468.288
44.4444,-92.2222,103481.088
44.4444,-92.2222,103493.888
44.4444,-92.2222,103506.688
44.4444,-92.2222,103519.488
44.4444,-92.2222,103532.288
44.4444,-92.2222,103545.088
44.4444,-92.2222,103557.888
44.4444,-92.2222,103570.688
44.4444,-92.2222,103583.488
44.4444,-92.2222,103596.288
44.4444,-92.2222,103609.088
44.4444,-92.2222,103621.888
44.4444,-92.2222,103634.688
44.4444,-92.2222,103647.488
44.4444,-92.2222,103660.288
44.4444,-92.2222,103673.088
44.4444,-92.2222,103685.888
44.4444,-92.2222,103698.688
44.4444,-92.2222,103711.488
44.4444,-92.2222,103724.288
44.4444,-92.2222,103737.088
44.4444,-92.2222,103749.888
44.4444,-92.2222,103762.688
44.4444,-92.2222,103775.488
44.4444,-92.2222,103788.288
44.4444,-92.2222,103801.088
44.4444,-92.2222,103813.888
44.4444,-92.2222,103826.688
44.4444,-92.2222,103839.488
44.4444,-92.2222,103852.288
44.4444,-92.2222,103865.088
44.4444,-92.2222,103877.888
44.4444,-92.2222,103890.688
44.4444,-92.2222,103903.488
44.4444,-92.2222,103916.288
44.4444,-92.2222,103929.088
44.4444,-92.2222,103941.888
44.4444,-92.2222,103954.688
44.4444,-92.2222,103967.488
44.4444,-92.2222,103980.288
44.4444,-92.2222,103993.088
44.4444,-92.2222,104005.888
44.4444,-92.2222,104018.688
44.4444,-92.2222,104031.488
44.4444,-92.2222,104044.288
44.4444,-92.2222,104057.088
44.4444,-92.2222,104069.888
44.4444,-92.2222,104082.688
44.4444,-92.2222,104095.488
44.4444,-92.2222,104108.288
44.4444,-92.2222,104121.088
44.4444,-92.2222,104133.888
44.4444,-92.2222,104146.688
44.4444,-92.2222,104159.488
44.4444,-92.2222,104172.288
44.4444,-92.2222,104185.088
44.4444,-92.2222,104197.888
44.4444,-92.2222,104210.688
44.4444,-92.2222,104223.488
44.4444,-92.2222,104236.288
44.4444,-92.2222,104249.088
44.4444,-92.2222,104261.888
44.4444,-92.2222,104274.688
44.4444,-92.2222,104287.488
44.4444,-92.2222,104300.288
44.4444,-92.2222,104313.088
44.4444,-92.2222,104325.888
44.4444,-92.2222,104338.688
44.4444,-92.2222,104351.488
44.4444,-92.2222,104364.288
44.4444,-92.2222,104377.088
44.4444,-92.2222,104389.888
44.4444,-92.2222,104402.688
44.4444,-92.2222,104415.488
44.4444,-92.2222,104428.288
44.4444,-92.2222,104441.088
44.4444,-92.2222,104453.888
44.4444,-92.2222,104466.688
44.4444,-92.2222,104479.488
44.4444,-92.2222,104492.288
44.4444,-92.2222,104505.088
44.4444,-92.2222,104517.888
44.4444,-92.2222,104530.688
44.4444,-92.2222,104543.488
44.4444,-92.2222,104556.288
44.4444,-92.2222,104569.088
44.4444,-92.2222,104581.888
44.4444,-92.2222,104594.688
44.4444,-92.2222,104607.488
44.4444,-92.2222,104620.288
44.4444,-92.2222,104633.088
44.4444,-92.2222,104645.888
44.4444,-92.2222,104658.688
44.4444,-92.2222,104671.488
44.4444,-92.2222,104684.288
44.4444,-92.2222,104697.088
44.4444,-92.2222,104709.888
44.4444,-92.2222,104722.688
44.4444,-92.2222,104735.488
44.4444,-92.2222,104748.288
44.4444,-92.2222,104761.088
44.4444,-92.2222,104773.888
44.4444,-92.2222,104786.688
44.4444,-92.2222,104799.488
44.4444,-92.2222,104812.288
44.4444,-92.2222,104825.088
44.4444,-92.2222,104837.888
44.4444,-92.2222,104850.688
44.4444,-92.2222,104863.488
44.4444,-92.2222,104876.288
44.4444,-92.2222,104889.088
44.4444,-92.2222,104901.888
44.4444,-92.2222,104914.688
44.4444,-92.2222,104927.488
44.4444,-92.2222,104940.288
44.4444,-92.2222,104953.088
44.4444,-92.2222,104965.888
44.4444,-92.2222,104978.688
44.4444,-92.2222,104991.488
44.4444,-92.2222,105004.288
44.4444,-92.2222,105017.088
44.4444,-92.2222,105029.888
44.4444,-92.2222,105042.688
44.4444,-92.2222,105055.488
44.4444,-92.2222,105068.288
44.4444,-92.2222,105081.088
44.4444,-92.2222,105093.888
44.4444,-92.2222,105106.688
44.4444,-92.2222,105119.488
44.4444,-92.2222,105132.288
44.4444,-92.2222,105145.088
44.4444,-92.2222,105157.888
44.4444,-92.2222,105170.688
44.4444,-92.2222,105183.488
44.4444,-92.2222,105196.288
44.4444,-92.2222,105209.088
44.4444,-92.2222,105221.888
44.4444,-92.2222,105234.688
44.4444,-92.2222,105247.488
44.4444,-92.2222,105260.288
44.4444,-92.2222,105273.088
44.4444,-92.2222,105285.888
44.4444,-92.2222,105298.688
44.4444,-92.2222,105311.488
44.4444,-92.2222,105324.288
44.4444,-92.2222,105337.088
44.4444,-92.2222,105349.888
44.4444,-92.2222,105362.688
44.4444,-92.2222,105375.488
44.4444,-92.2222,105388.288
44.4444,-92.2222,105401.088
44.4444,-92.2222,105413.888
44.4444,-92.2222,105426.688
44.4444,-92.2222,105439.488
44.4444,-92.2222,105452.288
44.4444,-92.2222,105465.088
44.4444,-92.2222,105477.888
44.4444,-92.2222,105490.688
44.4444,-92.2222,105503.488
44.4444,-92.2222,105516.288
44.4444,-92.2222,105529.088
44.4444,-92.2222,105541.888
44.4444,-92.2222,105554.688
44.4444,-92.2222,105567.488
44.4444,-92.2222,105580.288
44.4444,-92.2222,105593.088
44.4444,-92.2222,105605.888
44.4444,-92.2222,105618.688
44.4444,-92.2222,105631.488
44.4444,-92.2222,105644.288
44.4444,-92.2222,105657.088
44.4444,-92.2222,105669.888
44.4444,-92.2222,105682.688
44.4444,-92.2222,105695.488
44.4444,-92.2222,105708.288
44.4444,-92.2222,105721.088
44.4444,-92.2222,105733.888
44.4444,-92.2222,105746.688
44.4444,-92.2222,105759.488
44.4444,-92.2222,105772.288
44.4444,-92.2222,105785.088
44.4444,-92.2222,105797.888
44.4444,-92.2222,105810.688
44.4444,-92.2222,105823.488
44.4444,-92.2222,105836.288
44.4444,-92.2222,105849.088
44.4444,-92.2222,105861.888
44.4444,-92.2222,105874.688
44.4444,-92.2222,105887.488
44.4444,-92.2222,105900.288
44.4444,-92.2222,105913.088
44.4444,-92.2222,105925.888
44.4444,-92.2222,105938.688
44.4444,-92.2222,105951.488
44.4444,-92.2222,105964.288
44.4444,-92.2222,105977.088
44.4444,-92.2222,105989.888
44.4444,-92.2222,106002.688
44.4444,-92.2222,106015.488
44.4444,-92.2222,106028.288
44.4444,-92.2222,106041.088
44.4444,-92.2222,106053.888
44.4444,-92.2222,106066.688
44.4444,-92.2222,106079.488
44.4444,-92.2222,106092.288
44.4444,-92.2222,106105.088
44.4444,-92.2222,106117.888
44.4444,-92.2222,106130.688
44.4444,-92.2222,106143.488
44.4444,-92.2222,106156.288
44.4444,-92.2222,106169.088
44.4444,-92.2222,106181.888
44.4444,-92.2222,106194.688
44.4444,-92.2222,106207.488
44.4444,-92.2222,106220.288
44.4444,-92.2222,106233.088
44.4444,-92.2222,106245.888
44.4444,-92.2222,106258.688
44.4444,-92.2222,106271.488
44.4444,-92.2222,106284.288
44.4444,-92.2222,106297.088
44.4444,-92.2222,106309.888
44.4444,-92.2222,106322.688
44.4444,-92.2222,106335.488
44.4444,-92.2222,106348.288
44.4444,-92.2222,106361.088
44.4444,-92.2222,106373.888
44.4444,-92.2222,106386.688
44.4444,-92.2222,106399.488
44.4444,-92.2222,106412.288
44.4444,-92.2222,106425.088
44.4444,-92.2222,106437.888
44.4444,-92.2222,106450.688
44.4444,-92.2222,106463.488
44.4444,-92.2222,106476.288
44.4444,-92.2222,106489.088
44.4444,-92.2222,106501.888
44.4444,-92.2222,106514.688
44.4444,-92.2222,106527.488
44.4444,-92.2222,106540.288
44.4444,-92.2222,106553.088
44.4444,-92.2222,106565.888
44.4444,-92.2222,106578.688
44.4444,-92.2222,106591.488
44.4444,-92.2222,106604.288
44.4444,-92.2222,106617.088
44.4444,-92.2222,106629.888
44.4444,-92.2222,106642.688
44.4444,-92.2222,106655.488
44.4444,-92.2222,106668.288
44.4444,-92.2222,106681.088
44.4444,-92.2222,106693.888
44.4444,-92.2222,106706.688
44.4444,-92.2222,106719.488
44.4444,-92.2222,106732.288
44.4444,-92.2222,106745.088
44.4444,-92.2222,106757.888
44.4444,-92.2222,106770.688
44.4444,-92.2222,106783.488
44.4444,-92.2222,106796.288
44.4444,-92.2222,106809.088
44.4444,-92.2222,106821.888
44.4444,-92.2222,106834.688
44.4444,-92.2222,106847.488
44.4444,-92.2222,106860.288
44.4444,-92.2222,106873.088
44.4444,-92.2222,106885.888
44.4444,-92.2222,106898.688
44.4444,-92.2222,106911.488
44.4444,-92.2222,106924.288
44.4444,-92.2222,106937.088
44.4444,-92.2222,106949.888
44.4444,-92.2222,106962.688
44.4444,-92.2222,106975.488
44.4444,-92.2222,106988.288
44.4444,-92.2222,107001.088
44.4444,-92.2222,107013.888
44.4444,-92.2222,107026.688
44.4444,-92.2222,107039.488
44.4444,-92.2222,107052.288
44.4444,-92.2222,107065.088
44.4444,-92.2222,107077.888
44.4444,-92.2222,107090.688
44.4444,-92.2222,107103.488
44.4444,-92.2222,107116.288
44.4444,-92.2222,107129.088
44.4444,-92.2222,107141.888
44.4444,-92.2222,107154.688
44.4444,-92.2222,107167.488
44.4444,-92.2222,107180.288
44.4444,-92.2222,107193.088
44.4444,-92.2222,107205.888
44.4444,-92.2222,107218.688
44.4444,-92.2222,107231.488
44.4444,-92.2222,107244.288
44.4444,-92.2222,107257.088
44.4444,-92.2222,107269.888
44.4444,-92.2222,107282.688
44.4444,-92.2222,107295.488
44.4444,-92.2222,107308.288
44.4444,-92.2222,107321.088
44.4444,-92.2222,107333.888
44.4444,-92.2222,107346.688
44.4444,-92.2222,107359.488
44.4444,-92.2222,107372.288
44.4444,-92.2222,107385.088
44.4444,-92.2222,107397.888
44.4444,-92.2222,107410.688
44.4444,-92.2222,107423.488
44.4444,-92.2222,107436.288
44.4444,-92.2222,107449.088
44.4444,-92.2222,107461.888
44.4444,-92.2222,107474.688
44.4444,-92.2222,107487.488
44.4444,-92.2222,107500.288
44.4444,-92.2222,107513.088
44.4444,-92.2222,107525.888
44.4444,-92.2222,107538.688
44.4444,-92.2222,107551.488
44.4444,-92.2222,107564.288
44.4444,-92.2222,107577.088
44.4444,-92.2222,107589.888
44.4444,-92.2222,107602.688
44.4444,-92.2222,107615.488
44.4444,-92.2222,107628.288
44.4444,-92.2222,107641.088
44.4444,-92.2222,107653.888
44.4444,-92.2222,107666.688
44.4444,-92.2222,107679.488
44.4444,-92.2222,107692.288
44.4444,-92.2222,107705.088
44.4444,-92.2222,107717.888
44.4444,-92.2222,107730.688
44.4444,-92.2222,107743.488
44.4444,-92.2222,107756.288
44.4444,-92.2222,107769.088
44.4444,-92.2222,107781.888
44.4444,-92.2222,107794.688
44.4444,-92.2222,107807.488
44.4444,-92.2222,107820.288
44.4444,-92.2222,107833.088
44.4444,-92.2222,107845.888
44.4444,-92.2222,107858.688
44.4444,-92.2222,107871.488
44.4444,-92.2222,107884.288
44.4444,-92.2222,107897.088
44.4444,-92.2222,107909.888
44.4444,-92.2222,107922.688
44.4444,-92.2222,107935.488
44.4444,-92.2222,107948.288
44.4444,-92.2222,107961.088
44.4444,-92.2222,107973.888
44.4444,-92.2222,107986.688
44.4444,-92.2222,107999.488
44.4444,-92.2222,108012.288
44.4444,-92.2222,108025.088
44.4444,-92.2222,108037.488
44.4444,-92.2222,108049.788
44.4444,-92.2222,108061.988
44.4444,-92.2222,108074.088
44.4444,-92.2222,108086.088
44.4444,-92.2222,108097.988
44.4444,-92.2222,108109.788
44.4444,-92.2222,108121.488
44.4444,-92.2222,108133.088
44.4444,-92.2222,108144.588
44.4444,-92.2222,108155.988
44.4444,-92.2222,108167.288
44.4444,-92.2222,108178.488
44.4444,-92.2222,108189.588
44.4444,-92.2222,108200.588
44.4444,-92.2222,108211.488
44.4444,-92.2222,108222.288
44.4444,-92.2222,108232.988
44.4444,-92.2222,108243.588
44.4444,-92.2222,108254.088
44.4444,-92.2222,108264.488
44.4444,-92.2222,108274.788
44.4444,-92.2222,108284.988
44.4444,-92.2222,108295.088
44.4444,-92.2222,108305.088
44.4444,-92.2222,108314.988
44.4444,-92.2222,108324.788
44.4444,-92.2222,108334.488
44.4444,-92.2222,108344.088
44.4444,-92.2222,108353.588
44.4444,-92.2222,108362.988
44.4444,-92.2222,108372.288
44.4444,-92.2222,108381.488
44.4444,-92.2222,108390.588
44.4444,-92.2222,108399.588
44.4444,-92.2222,108408.488
44.4444,-92.2222,108417.288
44.4444,-92.2222,108425.988
44.4444,-92.2222,108434.588
44.4444,-92.2222,108443.088
44.4444,-92.2222,108451.488
44.4444,-92.2222,108459.788
44.4444,-92.2222,108467.988
44.4444,-92.2222,108476.088
44.4444,-92.2222,108484.088
44.4444,-92.2222,108492.138
44.4444,-92.2222,108500.188
44.4444,-92.2222,108508.238
44.4444,-92.2222,108516.288
44.4444,-92.2222,108524.338
44.4444,-92.2222,108532.388
44.4444,-92.2222,108540.438
44.4444,-92.2222,108548.488
44.4444,-92.2222,108556.538
44.4444,-92.2222,108564.588
44.4444,-92.2222,108572.638
44.4444,-92.2222,108580.688
44.4444,-92.2222,108588.738
44.4444,-92.2222,108596.788
44.4444,-92.2222,108604.088
44.4444,-92.2222,108611.388
44.4444,-92.2222,108618.688
44.4444,-92.2222,108625.988
44.4444,-92.2222,108633.288
44.4444,-92.2222,108640.588
44.4444,-92.2222,108647.888
44.4444,-92.2222,108655.188
44.4444,-92.2222,108662.488
44.4444,-92.2222,108669.788
44.4444,-92.2222,108677.088
44.4444,-92.2222,108684.388
44.4444,-92.2222,108691.688
44.4444,-92.2222,108698.988
44.4444,-92.2222,108706.288
44.4444,-92.2222,108713.588
44.4444,-92.2222,108720.888
44.4444,-92.2222,108728.188
44.4444,-92.2222,108735.488
44.4444,-92.2222,108742.788
44.4444,-92.2222,108750.088
44.4444,-92.2222,108757.388
44.4444,-92.2222,108764.688
44.4444,-92.2222,108771.988
44.4444,-92.2222,108779.288
44.4444,-92.2222,108785.588
44.4444,-92.2222,108791.888
44.4444,-92.2222,108798.188
44.4444,-92.2222,108804.488
44.4444,-92.2222,108810.788
44.4444,-92.2222,108817.088
44.4444,-92.2222,108823.388
44.4444,-92.2222,108829.688
44.4444,-92.2222,108835.988
44.4444,-92.2222,108842.288
44.4444,-92.2222,108848.588
44.4444,-92.2222,108854.888
44.4444,-92.2222,108861.188
44.4444,-92.2222,108867.488
